title,link
"Nursing Home Compare

    ",https://catalog.data.gov/dataset/nursing-home-compare-ed7b0
"Airports -- Citizen Connect

    ",https://catalog.data.gov/dataset/airports-5e97a
"Collection
            
Uniform Crime Reporting Program Data Series

    ",https://catalog.data.gov/dataset/uniform-crime-reporting-program-data-series-16edb
"Recalls Data

    ",https://catalog.data.gov/dataset/recalls-data
"Farmers Markets Directory and Geographic Data

    ",https://catalog.data.gov/dataset/farmers-markets-directory-and-geographic-data
"Cancer Incidence - Surveillance, Epidemiology, and End Results (SEER) Registries Limited-Use

    ",https://catalog.data.gov/dataset/cancer-incidence-surveillance-epidemiology-and-end-results-seer-registries-limited-use
"Hospitalization Discharge Rates

    ",https://catalog.data.gov/dataset/hospitalization-discharge-rates-49dd7
"2010 Census Populations by Zip Code

    ",https://catalog.data.gov/dataset/2010-census-populations-by-zip-code
"NPL Superfund Site Boundaries (EPA)

    ",https://catalog.data.gov/dataset/npl-superfund-site-boundaries-epa10
"USAID GHSC-PSM Health Commodity Delivery Dataset

    ",https://catalog.data.gov/dataset/usaid-ghsc-psm-health-commodity-delivery-dataset
"Hospital Annual Financial Data - Selected Data & Pivot Tables

    ",https://catalog.data.gov/dataset/hospital-annual-financial-data-selected-data-pivot-tables-92074
"National Solar Radiation Database (NSRDB)

    ",https://catalog.data.gov/dataset/national-solar-radiation-database-nsrdb
"MTA Staten Island Railway Mean Distance Between Failures: Beginning 2006

    ",https://catalog.data.gov/dataset/mta-staten-island-railway-mean-distance-between-failures-beginning-2006
"Freight Rail Traffic - Intermodal Units

    ",https://catalog.data.gov/dataset/freight-rail-traffic-intermodal-units
"Institutions on Heightened Cash Monitoring

    ",https://catalog.data.gov/dataset/institutions-on-heightened-cash-monitoring
"U.S. Marketing Air Carriers On-time Performance

    ",https://catalog.data.gov/dataset/u-s-marketing-air-carriers-on-time-performance
"NYPD Arrests Data (Historic)

    ",https://catalog.data.gov/dataset/nypd-arrests-data-historic
"Docked Bikeshare Ridership by System, Year, and Month

    ",https://catalog.data.gov/dataset/docked-bikeshare-ridership-by-system-year-and-month
"Food Environment Atlas

    ",https://catalog.data.gov/dataset/food-environment-atlas
"Compilation of Geospatial Data (GIS) for the Mineral Industries and Related Infrastructure of Africa

    ",https://catalog.data.gov/dataset/compilation-of-geospatial-data-gis-for-the-mineral-industries-and-related-infrastructure-o
"Sea Level Trends: Sea Level Variations of the United States Derived from National Water Level Observation Network Stations

            NGDA
        

    ",https://catalog.data.gov/dataset/sea-level-trends-sea-level-variations-of-the-united-states-derived-from-national-water-level-ob1
"Maryland Per Capita Personal Income (Current Dollars): 2012-2022

    ",https://catalog.data.gov/dataset/maryland-per-capita-personal-income-current-dollars-2010-2018
"Provisional COVID-19 death counts and rates by month, jurisdiction of residence, and demographic characteristics

    ",https://catalog.data.gov/dataset/provisional-covid-19-death-counts-and-rates-by-month-jurisdiction-of-residence-and-demogra
"Monthly revenue of U.S. natural resources

    ",https://catalog.data.gov/dataset/monthly-revenue-of-u-s-natural-resources
"Hospital Provider Cost Report

    ",https://catalog.data.gov/dataset/hospital-provider-cost-report
"Supply Chain GHG Emission Factors for US Commodities and Industries v1.1

    ",https://catalog.data.gov/dataset/supply-chain-ghg-emission-factors-for-us-commodities-and-industries-v1-1
"National Fire Incident Reporting System (NFIRS)

    ",https://catalog.data.gov/dataset/national-fire-incident-reporting-system-nfirs
"Electric Vehicle Population Size History By County

    ",https://catalog.data.gov/dataset/electric-vehicle-population-size-history-by-county
"CDC WONDER: Cancer Statistics

    ",https://catalog.data.gov/dataset/cdc-wonder-cancer-statistics
"Development Experience Clearinghouse (DEC)

    ",https://catalog.data.gov/dataset/development-experience-clearinghouse-dec
"Crime Reports

    ",https://catalog.data.gov/dataset/crime-reports-bf2b7
"2011-12 Gifted and Talented Enrollment Estimations

    ",https://catalog.data.gov/dataset/2011-12-gifted-and-talented-enrollment-estimations-615ac
"Road Traffic Injuries

    ",https://catalog.data.gov/dataset/road-traffic-injuries-0935b
"NIST X-ray Photoelectron Spectroscopy Database - SRD 20

    ",https://catalog.data.gov/dataset/nist-x-ray-photoelectron-spectroscopy-database-srd-20-40d6f
"Amtrak On-Time Performance

    ",https://catalog.data.gov/dataset/amtrak-on-time-performance
"Subcontracting Network (SUBNet) System

    ",https://catalog.data.gov/dataset/subcontracting-network-subnet-system
"Supplemental Nutrition Assistance Program (SNAP) Data System

    ",https://catalog.data.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system
"Drugs@FDA Database

    ",https://catalog.data.gov/dataset/drugsfda-database
"Alternative Fueling Stations

    ",https://catalog.data.gov/dataset/alternative-fueling-stations1
"Financial Institutions

    ",https://catalog.data.gov/dataset/financial-institutions
"2022_MusicCensus_Details

    ",https://catalog.data.gov/dataset/2022-musiccensus-details
"USGS US Topo Map Collection

    ",https://catalog.data.gov/dataset/usgs-us-topo-map-collection
"Total tonnage of commodites carried on commercial waterways by traffic type

    ",https://catalog.data.gov/dataset/total-tonnage-of-commodites-carried-on-commercial-waterways-by-traffic-type
"Residential Construction Permits by County

    ",https://catalog.data.gov/dataset/residential-construction-permits-by-county
"Agency Expenditures – Multi-Year Report

    ",https://catalog.data.gov/dataset/agency-expenditures-multi-year-report
"Los Angeles International Airport - Passenger Traffic By Terminal

    ",https://catalog.data.gov/dataset/los-angeles-international-airport-passenger-traffic-by-terminal
"NCHS - Births and General Fertility Rates: United States

    ",https://catalog.data.gov/dataset/nchs-births-and-general-fertility-rates-united-states
"College Scorecard

    ",https://catalog.data.gov/dataset/college-scorecard-c25e9
"National Obesity By State

    ",https://catalog.data.gov/dataset/national-obesity-by-state-2094c
"School District Characteristics - Current

    ",https://catalog.data.gov/dataset/school-district-characteristics-current-4aa03
"TIGER/Line Shapefile, 2019,  nation, U.S., Current Metropolitan Statistical Area/Micropolitan Statistical Area (CBSA) National

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2019-nation-u-s-current-metropolitan-statistical-area-micropolitan-statist
"U.S. Electric Utility Companies and Rates: Look-up by Zipcode (2023)

    ",https://catalog.data.gov/dataset/u-s-electric-utility-companies-and-rates-look-up-by-zipcode-2023
"Unassigned Social Security Numbers

    ",https://catalog.data.gov/dataset/unassigned-social-security-numbers
"MD COVID-19 - Cases by County

    ",https://catalog.data.gov/dataset/md-covid-19-cases-by-county
"Severe Weather Data Inventory (SWDI)

    ",https://catalog.data.gov/dataset/severe-weather-data-inventory-swdi2
"Sentinel-5P TROPOMI Radiance product band 4 (UVIS detector) L1B V1 (S5P_L1B_RA_BD4) at GES DISC

    ",https://catalog.data.gov/dataset/sentinel-5p-tropomi-radiance-product-band-4-uvis-detector-l1b-v1-s5p-l1b-ra-bd4-at-ges-dis
"MTA Subway Stations

    ",https://catalog.data.gov/dataset/mta-subway-stations
"Indicators of Health Insurance Coverage at the Time of Interview

    ",https://catalog.data.gov/dataset/indicators-of-health-insurance-coverage-at-the-time-of-interview
"Nutrition, Physical Activity, and Obesity - Women, Infant, and Child

    ",https://catalog.data.gov/dataset/nutrition-physical-activity-and-obesity-women-infant-and-child
"Integrated Surface Dataset (Global) (Version Superseded)

    ",https://catalog.data.gov/dataset/integrated-surface-dataset-global-version-superseded
"21st Century Corporate Financial Fraud, United States, 2005-2010

    ",https://catalog.data.gov/dataset/21st-century-corporate-financial-fraud-united-states-2005-2010-22a9e
"Vacation Rentals (Hotels, B&B, short-term rentals, etc.)

    ",https://catalog.data.gov/dataset/vacation-rentals-hotels-bb-short-term-rentals-etc
"Medi-Span

    ",https://catalog.data.gov/dataset/medi-span-2592d
"Diabetes + Hypertension (comorbidity)

    ",https://catalog.data.gov/dataset/diabetes-hypertension-comorbidity
"Housing Affordability Data System (HADS)

    ",https://catalog.data.gov/dataset/housing-affordability-data-system-hads
"What We Eat In America (WWEIA) Database

    ",https://catalog.data.gov/dataset/what-we-eat-in-america-wweia-database-f7f35
"Steel Import Monitoring and Analysis System (SIMA)

    ",https://catalog.data.gov/dataset/steel-import-monitoring-and-analysis-system-sima
"Traffic Volume Counts

    ",https://catalog.data.gov/dataset/traffic-volume-counts
"Lease Inventory Excel Spreadsheet

    ",https://catalog.data.gov/dataset/lease-inventory-excel-spreadsheet
"FHFA House Price Indexes (HPIs)

    ",https://catalog.data.gov/dataset/fhfa-house-price-indexes-hpis-948c6
"NOAA NEXt-Generation RADar (NEXRAD) Products

            NGDA
        

    ",https://catalog.data.gov/dataset/noaa-next-generation-radar-nexrad-products2
"Shark Incident Database - California

    ",https://catalog.data.gov/dataset/shark-incident-database-california-56167
"Lithium Deposits in the United States

    ",https://catalog.data.gov/dataset/lithium-deposits-in-the-united-states
"County-level Data Sets

    ",https://catalog.data.gov/dataset/county-level-data-sets
"Study of Womens Health Across the Nation (SWAN) Public Use Data

    ",https://catalog.data.gov/dataset/study-of-womens-health-across-the-nation-swan-public-use-data
"Find Shortage Areas: HPSA & MUA/P by Address

    ",https://catalog.data.gov/dataset/find-shortage-areas-hpsa-mua-p-by-address
"Aviation Safety Reporting System: Maintenance Reports

    ",https://catalog.data.gov/dataset/aviation-safety-reporting-system-maintenance-reports
"Mercury Concentrations in Resident Lake Fish Sampled from Lake Clark National Park and Preserve in 2019 and 2020

    ",https://catalog.data.gov/dataset/mercury-concentrations-in-resident-lake-fish-sampled-from-lake-clark-national-park-and-pre
"NCHS - Potentially Excess Deaths from the Five Leading Causes of Death

    ",https://catalog.data.gov/dataset/nchs-potentially-excess-deaths-from-the-five-leading-causes-of-death
"Motor Vehicle Collisions - Vehicles

    ",https://catalog.data.gov/dataset/motor-vehicle-collisions-vehicles
"Allegheny County Employee Salaries

    ",https://catalog.data.gov/dataset/allegheny-county-employee-salaries
"Crash Data

    ",https://catalog.data.gov/dataset/crash-data
"Medicare Part D Spending by Drug

    ",https://catalog.data.gov/dataset/medicare-part-d-spending-by-drug-401d2
"Issued Construction Permits

    ",https://catalog.data.gov/dataset/issued-construction-permits
"NCRN Bird Monitoring Data 2007 - 2017

    ",https://catalog.data.gov/dataset/ncrn-bird-monitoring-data-2007-2017
"Allegheny County Property Viewer

    ",https://catalog.data.gov/dataset/allegheny-county-property-viewer
"Means of Transportation to Work

    ",https://catalog.data.gov/dataset/means-of-transportation-to-work2
"Biodiversity by County - Distribution of Animals, Plants and Natural Communities

    ",https://catalog.data.gov/dataset/biodiversity-by-county-distribution-of-animals-plants-and-natural-communities
"National Drug Code Directory

    ",https://catalog.data.gov/dataset/national-drug-code-directory
"TIGER/Line Shapefile, 2020, Nation, U.S., American Indian Tribal Subdivisions

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2020-nation-u-s-american-indian-tribal-subdivisions
"TIGER/Line Shapefile, 2019,  nation, U.S., Current County and Equivalent National Shapefile

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2019-nation-u-s-current-county-and-equivalent-national-shapefile
"MTA Metro-North Delays: Beginning 2012

    ",https://catalog.data.gov/dataset/mta-metro-north-delays-beginning-2012
"UNSPSC Codes

    ",https://catalog.data.gov/dataset/unspsc-codes-93778
"National Hydrography Dataset (NHD) - USGS National Map Downloadable Data Collection

            NGDA
        

    ",https://catalog.data.gov/dataset/national-hydrography-dataset-nhd-usgs-national-map-downloadable-data-collection
